# Constructed from biom file
#OTU ID	BC21.HST16	BC22.HST17	BC18.HST13	BC27.HST23	BC17.HST12	BC26.HST20	BC23.HST18	BC20.HST15	BC19.HST14
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.0001442091032	6.89013676921e-05	0.00014822186696	8.00768737988e-05	6.8381912984e-05	0.000103097034929	0.000166625010414	2.29079330172e-05	1.96163050728e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.277314105453	0.325645089055	0.305093538585	0.269338565022	0.333618257971	0.296115303724	0.307048237941	0.327239823151	0.222978539762
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	7.21045515998e-05	0.000137802735384	5.29363810572e-05	0.0	0.000119668347722	8.24776279434e-05	0.000208281263018	2.29079330172e-05	1.96163050728e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	0.0	0.000103352051538	9.5285485903e-05	0.0	6.8381912984e-05	0.0	0.000104140631509	0.000137447598103	3.92326101456e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.000180261379	0.000551210941537	0.000307031010132	0.000340326713645	0.000581246260364	0.000515485174646	0.000687328167958	0.000801777655602	0.000156930440582
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14	5.40784136999e-05	3.44506838461e-05	8.46982096916e-05	4.00384368994e-05	3.4190956492e-05	4.12388139717e-05	2.08281263018e-05	2.29079330172e-05	9.80815253639e-05
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales	0.0	5.16760257691e-05	1.05872762114e-05	0.000100096092249	1.7095478246e-05	2.06194069859e-05	0.0	4.58158660344e-05	3.92326101456e-05
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales	0.0	1.7225341923e-05	1.05872762114e-05	0.0	3.4190956492e-05	2.06194069859e-05	4.16562526035e-05	2.29079330172e-05	0.0
k__Bacteria;p__Actinobacteria;c__OPB41;o__	1.80261379e-05	0.0	3.17618286343e-05	0.0	5.1286434738e-05	0.0	0.0	0.0	5.88489152183e-05
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	0.0010274898603	0.000671788334998	0.000836394820704	0.000320307495195	0.000786391999316	0.000721679244505	0.000853953178372	0.00105376491879	0.000647338067402
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales	0.00304641730509	0.00134357667	0.00179983695595	0.00242232543242	0.00189759808531	0.00167017196585	0.0012080313255	0.00206171397155	0.00205971203264
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	0.00580441640379	0.00315223757192	0.00392787947445	0.00262251761691	0.00359005043166	0.00220627654749	0.00224943764059	0.0055895356562	0.00647338067402
k__Bacteria;p__BHI80-139;c__;o__	3.60522757999e-05	1.7225341923e-05	1.05872762114e-05	2.00192184497e-05	1.7095478246e-05	8.24776279434e-05	6.24843789053e-05	0.0	0.0
k__Bacteria;p__BRC1;c__PRR-11;o__	5.40784136999e-05	8.61267096152e-05	1.05872762114e-05	4.00384368994e-05	0.000102572869476	4.12388139717e-05	4.16562526035e-05	2.29079330172e-05	0.0
k__Bacteria;p__Bacteroidetes;Other;Other	7.21045515998e-05	8.61267096152e-05	4.23491048458e-05	0.000100096092249	0.000102572869476	0.000123716441915	8.3312505207e-05	2.29079330172e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.00652546191978	0.00893995245806	0.00886155018898	0.00678651505445	0.00998375929567	0.0122066889356	0.0123302507706	0.0109728999152	0.00615951979285
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.00277602523659	0.00270437868192	0.00182101150837	0.00176169122357	0.00182921617232	0.00158769433791	0.00149962509373	0.00187845050741	0.000980815253639
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.00443442992339	0.00533985599614	0.00503954347665	0.00946909032671	0.00453030173519	0.0176295929729	0.00656085978505	0.00714727510137	0.00370748165875
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.0014240648941	0.00139525269577	0.00102696579251	0.00274263292761	0.000752201042824	0.00224751536146	0.0011663750729	0.00121412044991	0.00123582721958
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales]	0.0001261829653	0.00017225341923	0.000169396419383	0.000240230621397	0.000205145738952	0.000123716441915	0.000249937515621	0.000137447598103	0.000117697830437
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.000306444344299	0.000447858889999	0.000645823848898	0.000240230621397	0.000444482434396	0.000309291104788	0.000291593768225	0.000458158660344	0.000215779355801
k__Bacteria;p__Chlorobi;c__;o__	0.0	0.0	1.05872762114e-05	0.0	1.7095478246e-05	0.0	0.0	0.0	7.84652202911e-05
k__Bacteria;p__Chlorobi;c__OPB56;o__	0.0001442091032	0.0	4.23491048458e-05	2.00192184497e-05	1.7095478246e-05	4.12388139717e-05	0.0	6.87237990516e-05	3.92326101456e-05
k__Bacteria;p__Chlorobi;c__SJA-28;o__	1.80261379e-05	6.89013676921e-05	0.0	0.0	0.0	0.0	0.0	6.87237990516e-05	0.0
k__Bacteria;p__Chloroflexi;Other;Other	1.80261379e-05	0.0	4.23491048458e-05	0.0	0.0	0.0	0.0	2.29079330172e-05	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;Other	0.0	0.0	2.11745524229e-05	2.00192184497e-05	3.4190956492e-05	2.06194069859e-05	2.08281263018e-05	2.29079330172e-05	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales	7.21045515998e-05	5.16760257691e-05	0.000232920076652	0.0	0.000119668347722	6.18582209576e-05	0.0	0.000206171397155	1.96163050728e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.0001982875169	0.000103352051538	0.000275269181498	0.000120115310698	0.000153859304214	0.000288671697802	8.3312505207e-05	0.000274895196206	0.000137314135509
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31	0.0	0.0	2.11745524229e-05	0.0	6.8381912984e-05	0.0	0.0	0.0	1.96163050728e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031	5.40784136999e-05	3.44506838461e-05	0.00022233280044	0.0	0.000239336695444	0.000103097034929	2.08281263018e-05	0.000206171397155	0.000215779355801
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20	0.0	0.0	3.17618286343e-05	2.00192184497e-05	0.0	0.0	0.0	4.58158660344e-05	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15	0.0	0.0	0.000105872762114	0.0	0.000119668347722	0.0	2.08281263018e-05	2.29079330172e-05	0.0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales	7.21045515998e-05	1.7225341923e-05	9.5285485903e-05	0.0	8.547739123e-05	2.06194069859e-05	4.16562526035e-05	2.29079330172e-05	3.92326101456e-05
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales]	1.80261379e-05	0.0	1.05872762114e-05	0.0	0.0	0.0	0.0	2.29079330172e-05	9.80815253639e-05
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	0.0012077512393	0.000482309573845	0.00106931489736	0.000840807174888	0.000786391999316	0.000680440430533	0.000562359410147	0.000916317320688	0.00156930440582
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	5.40784136999e-05	0.000155028077307	9.5285485903e-05	0.000340326713645	0.00017095478246	0.000103097034929	4.16562526035e-05	0.000206171397155	7.84652202911e-05
k__Bacteria;p__Chloroflexi;c__P2-11E;o__	0.0	0.0	1.05872762114e-05	6.00576553491e-05	0.0	0.0	4.16562526035e-05	0.0	0.0
k__Bacteria;p__Chloroflexi;c__S085;o__	1.80261379e-05	0.0	1.05872762114e-05	2.00192184497e-05	0.0	0.000144335848901	6.24843789053e-05	0.0	0.0
k__Bacteria;p__Chloroflexi;c__SAR202;o__	1.80261379e-05	1.7225341923e-05	1.05872762114e-05	4.00384368994e-05	0.0	0.0	0.0	0.0	1.96163050728e-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722	5.40784136999e-05	3.44506838461e-05	0.00014822186696	6.00576553491e-05	0.000136763825968	0.000103097034929	6.24843789053e-05	6.87237990516e-05	3.92326101456e-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45	0.0014781433078	0.00204981568884	0.00321853196828	0.00134128763613	0.00295751773656	0.0018969854427	0.0023119220195	0.00366526928275	0.00207932833771
k__Bacteria;p__Cyanobacteria;Other;Other	0.0011176205498	0.00105074585731	0.000434078324669	0.000400384368994	0.000410291477904	0.000453626953689	0.000458218778639	0.000366526928275	0.000510023931892
k__Bacteria;p__Cyanobacteria;c__;o__	0.00216313654799	0.000878492438075	0.000688172953744	0.00146140294683	0.000547055303872	0.000515485174646	0.000562359410147	0.000710145923533	0.00109851308408
k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other	0.000414601171699	0.000258380128846	0.000211745524229	0.000520499679693	0.000205145738952	0.000164955255887	0.000145796884112	0.000229079330172	0.000372709796383
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__	0.000432627309599	0.00177421021807	0.000296443733921	0.000960922485586	0.000718010086332	0.00103097034929	0.00185370324086	0.00112248871784	0.000235395660873
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta	0.00549797205949	0.00763082647191	0.00562184366828	0.0119915118514	0.00601760834259	0.00185574662873	0.0035407814713	0.00323001855543	0.00268743379497
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Rhodophyta	1.80261379e-05	3.44506838461e-05	1.05872762114e-05	2.00192184497e-05	0.0	0.0	2.08281263018e-05	0.0	1.96163050728e-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles	0.00829202343398	0.00266992799807	0.00393846675066	0.00486467008328	0.00403453286606	0.00515485174646	0.00297842206115	0.00187845050741	0.00637529914865
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	0.228012618297	0.106400937059	0.170063417785	0.0949311338885	0.0695785964612	0.0630541465627	0.101495459468	0.0820333081346	0.366648358115
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__UA01	1.80261379e-05	0.000361732180384	0.000169396419383	0.000360345932095	0.000188050260706	0.00131964204709	0.000853953178372	0.000229079330172	7.84652202911e-05
k__Bacteria;p__Cyanobacteria;c__Gloeobacterophycideae;o__Gloeobacterales	3.60522757999e-05	6.89013676921e-05	4.23491048458e-05	8.00768737988e-05	0.00034190956492	0.000103097034929	0.000229109389319	6.87237990516e-05	0.000117697830437
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__	0.000180261379	0.000120577393461	0.000232920076652	6.00576553491e-05	0.000188050260706	4.12388139717e-05	0.000187453136716	0.000297803129224	0.000411942406528
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;Other	0.0001081568274	0.000103352051538	3.17618286343e-05	4.00384368994e-05	1.7095478246e-05	0.0	2.08281263018e-05	0.000206171397155	3.92326101456e-05
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales	0.00362325371789	0.00132635132807	0.00118577493568	0.00172165278668	0.0010770151295	0.000433007546703	0.00127051570441	0.00107667285181	0.00119659460944
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Stigonematales	0.0010995944119	0.000620112309229	0.000539951086784	0.000120115310698	0.000222241217198	0.000185574662873	0.000187453136716	0.00041234279431	0.000470791321747
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;Other	0.000306444344299	0.000155028077307	4.23491048458e-05	8.00768737988e-05	0.000102572869476	0.000123716441915	0.000166625010414	0.0	7.84652202911e-05
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales	0.00302839116719	0.00249767457884	0.00227626438546	0.00252242152466	0.00205145738952	0.0023299929894	0.00272848454553	0.00135156804802	0.00209894464279
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales	0.000324470482199	0.000103352051538	0.000624649296475	0.000320307495195	0.00025643217369	0.000371149325745	0.000604015662751	0.000206171397155	0.000235395660873
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;Other	0.000180261379	0.000120577393461	2.11745524229e-05	0.0	0.0	0.0	0.0	2.29079330172e-05	3.92326101456e-05
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales	0.000270392068499	8.61267096152e-05	0.000243507352863	8.00768737988e-05	0.000324814086674	0.000123716441915	0.000104140631509	0.00041234279431	0.000745419592766
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	0.0001081568274	1.7225341923e-05	0.000211745524229	6.00576553491e-05	0.000153859304214	0.0	0.000104140631509	4.58158660344e-05	0.000882733728275
k__Bacteria;p__FBP;c__;o__	0.000360522757999	0.000223929444999	0.000317618286343	0.000320307495195	0.000273527651936	8.24776279434e-05	0.000395734399733	0.000503974526378	0.000196163050728
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales	0.0	0.0	0.0	0.0	0.000239336695444	0.0	0.0	0.0	0.0
k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1	0.0	1.7225341923e-05	4.23491048458e-05	0.0	3.4190956492e-05	4.12388139717e-05	0.0	0.0	1.96163050728e-05
k__Bacteria;p__Firmicutes;Other;Other	0.00180261379	0.0019464636373	0.00201158248018	0.00148142216528	0.00210274382426	0.00169079137284	0.00170790635674	0.00190135844043	0.00117697830437
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.000973411446598	0.00118854859269	0.00117518765947	0.000860826393338	0.00128216086845	0.000989731535321	0.00143714071482	0.00125993631595	0.000686570677547
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0208562415502	0.0316085024288	0.0267963960912	0.0635610185778	0.0383280622275	0.0603323848406	0.041552111972	0.0337204774013	0.0171250343285
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0215051825146	0.0352430495745	0.0305337045938	0.0269859064702	0.0346354389264	0.0326611406656	0.0491960343248	0.0395849082537	0.0168504060575
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	0.0015863001352	0.0019464636373	0.00105872762114	0.00134128763613	0.00253013078041	0.00301043341993	0.00170790635674	0.0021304377706	0.00174585115148
k__Bacteria;p__Firmicutes;c__Clostridia;Other	0.0017485353763	0.00275605470769	0.00242448625242	0.00270259449071	0.00338490469271	0.00309291104788	0.00312421894526	0.00361945341672	0.0018047000667
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0324650743578	0.0384297378303	0.0384953363048	0.0383968609865	0.0464142234379	0.0502701142315	0.0516329251021	0.0476255927428	0.0271685825258
k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales	7.21045515998e-05	6.89013676921e-05	7.41109334801e-05	2.00192184497e-05	6.8381912984e-05	6.18582209576e-05	4.16562526035e-05	4.58158660344e-05	1.96163050728e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales	9.01306894998e-05	6.89013676921e-05	5.29363810572e-05	8.00768737988e-05	0.000102572869476	0.000144335848901	4.16562526035e-05	0.000183263464138	5.88489152183e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98	9.01306894998e-05	3.44506838461e-05	4.23491048458e-05	8.00768737988e-05	0.00017095478246	0.000206194069859	0.000124968757811	0.000183263464138	0.000117697830437
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.000666967102298	0.00110242188307	0.00087874392555	0.000980941704036	0.00104282417301	0.00150521670997	0.00187453136716	0.00183263464138	0.000608105457256
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	0.000216313654799	0.000947393805767	0.000529363810572	0.00140134529148	0.000906060347038	0.00134026145408	0.00181204698825	0.000710145923533	0.00392326101456
k__Bacteria;p__GAL15;c__;o__	1.80261379e-05	3.44506838461e-05	1.05872762114e-05	2.00192184497e-05	3.4190956492e-05	2.06194069859e-05	0.0	4.58158660344e-05	1.96163050728e-05
k__Bacteria;p__GN02;c__GKS2-174;o__	0.0	0.0	0.0	0.0	0.0	0.000164955255887	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	0.000342496620099	0.000206704103076	0.000275269181498	0.000280269058296	0.000205145738952	0.000123716441915	0.000270765641923	0.000229079330172	0.00035309349131
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__	5.40784136999e-05	1.7225341923e-05	8.46982096916e-05	4.00384368994e-05	3.4190956492e-05	0.000123716441915	6.24843789053e-05	6.87237990516e-05	3.92326101456e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__	3.60522757999e-05	1.7225341923e-05	0.000179983695595	4.00384368994e-05	0.000153859304214	4.12388139717e-05	4.16562526035e-05	2.29079330172e-05	5.88489152183e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__	9.01306894998e-05	3.44506838461e-05	6.35236572687e-05	4.00384368994e-05	6.8381912984e-05	8.24776279434e-05	0.0	0.0	5.88489152183e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	0.0	5.16760257691e-05	1.05872762114e-05	0.0	3.4190956492e-05	4.12388139717e-05	2.08281263018e-05	2.29079330172e-05	3.92326101456e-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales	0.000252365930599	3.44506838461e-05	3.17618286343e-05	8.00768737988e-05	0.000205145738952	8.24776279434e-05	0.0	0.00016035553112	0.000294244576092
k__Bacteria;p__OP11;c__WCHB1-64;o__d153	0.0	0.0	2.11745524229e-05	0.0	1.7095478246e-05	4.12388139717e-05	2.08281263018e-05	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other	5.40784136999e-05	1.7225341923e-05	3.17618286343e-05	2.00192184497e-05	3.4190956492e-05	4.12388139717e-05	6.24843789053e-05	4.58158660344e-05	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564	7.21045515998e-05	0.000189478761153	9.5285485903e-05	4.00384368994e-05	6.8381912984e-05	6.18582209576e-05	6.24843789053e-05	6.87237990516e-05	5.88489152183e-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101	0.000396575033799	0.000103352051538	0.000179983695595	4.00384368994e-05	0.000273527651936	8.24776279434e-05	0.000104140631509	0.000183263464138	0.000333477186237
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97	7.21045515998e-05	1.7225341923e-05	0.000137634590749	8.00768737988e-05	6.8381912984e-05	6.18582209576e-05	6.24843789053e-05	9.16317320688e-05	0.000137314135509
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales	3.60522757999e-05	0.000120577393461	7.41109334801e-05	6.00576553491e-05	8.547739123e-05	8.24776279434e-05	2.08281263018e-05	4.58158660344e-05	5.88489152183e-05
k__Bacteria;p__Proteobacteria;Other;Other	0.0230734565119	0.0215144520619	0.0296761352207	0.0238428891736	0.0251987349346	0.0239185121036	0.0228692826793	0.0237326186058	0.0257365922555
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	0.00335286164939	0.00353119509422	0.00347262659736	0.00248238308776	0.00352166851868	0.00259804528022	0.0023119220195	0.0027947678281	0.00209894464279
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.0017665615142	0.001567506115	0.00274210453877	0.00170163356823	0.00205145738952	0.00216503773351	0.00187453136716	0.00247405676586	0.00192239789713
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	0.0	3.44506838461e-05	0.0	0.0	0.0	0.000164955255887	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.00360522757999	0.00349674441038	0.00321853196828	0.00514493914158	0.00350457304043	0.0035052991876	0.0023327501458	0.00451286280439	0.0033151555573
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales	0.0	0.0	0.0	6.00576553491e-05	0.0	6.18582209576e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales	0.0	1.7225341923e-05	2.11745524229e-05	0.0	1.7095478246e-05	2.06194069859e-05	0.0	4.58158660344e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	0.0	0.0	0.0	0.0	0.0	0.0	0.000124968757811	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.0323569175304	0.0314362490095	0.0278021873313	0.0247037155669	0.0291819813659	0.0186811827292	0.0197658918604	0.0287952718026	0.0239122758837
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0577557458315	0.0801495159679	0.0793304606524	0.0596172325432	0.0880929994017	0.0669512144831	0.0769807548113	0.0856985774174	0.0493938561733
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.031167192429	0.0348640920522	0.0299090552973	0.0175968930173	0.0406359517908	0.0223308177657	0.0304507206532	0.0360570865691	0.0255208128997
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.0130509238396	0.0207220863334	0.00782399712026	0.0605581358104	0.0231814685016	0.00750546414285	0.0246188452887	0.0114768744416	0.00974930362117
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0486345200541	0.0448892410514	0.0481721067621	0.0448630685458	0.0501581331738	0.0358983875624	0.0366575022911	0.0540856298536	0.0398603319079
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.0016764308247	0.00225651979192	0.00132340952643	0.00222213324792	0.00133344730319	0.00185574662873	0.00179121886195	0.00162646324422	0.00105928047393
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	7.21045515998e-05	5.16760257691e-05	6.35236572687e-05	4.00384368994e-05	5.1286434738e-05	4.12388139717e-05	4.16562526035e-05	4.58158660344e-05	3.92326101456e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__ASSO-13	0.0	0.000103352051538	2.11745524229e-05	0.0	3.4190956492e-05	8.24776279434e-05	0.000124968757811	4.58158660344e-05	1.96163050728e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.0247859396124	0.0309194887519	0.0211533778705	0.0321508648302	0.0222241217198	0.0356509546785	0.028992751812	0.027993494147	0.0176939071756
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067	0.000180261379	0.000137802735384	9.5285485903e-05	2.00192184497e-05	6.8381912984e-05	6.18582209576e-05	2.08281263018e-05	0.000114539665086	0.000176546745655
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1	9.01306894998e-05	3.44506838461e-05	8.46982096916e-05	2.00192184497e-05	3.4190956492e-05	0.000226813476844	0.0	0.0	9.80815253639e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MWH-UniP1	0.0001982875169	0.000137802735384	0.000190570971806	2.00192184497e-05	0.000153859304214	0.0	0.000249937515621	0.000183263464138	0.000117697830437
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	7.21045515998e-05	1.7225341923e-05	4.23491048458e-05	6.00576553491e-05	6.8381912984e-05	0.000164955255887	8.3312505207e-05	9.16317320688e-05	0.000137314135509
